in_https,nu_imsi,nu_imei,nu_telefono,no_servidor,no_referer,no_user_agent,no_url,ca_vol_up,ca_vol_dw,it_evento,it_fin_evento,no_ip,nu_puerto,co_estado_http,co_razon
0,8967038489423436252,3620261825352767021,-4535551292576113116,api.accuweather.com,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31),http://api.accuweather.com/forecasts/v1/daily/5day/309382?apikey=7f8c4da3ce9849ffb2134f075201c45a&language=en&details=true,588,2750,2017-01-05T18:47:00.640+01:00,2017-01-05T18:47:00.640+01:00,LQD5d5hyxY1Otv+MeRE/OQoJDnquDs7t7OIDZz8Xemc=,80,200,32
0,-5470488159178371883,6042939301650370857,-6622132659022270077,ib.adnxs.com,http://www.coches.net/nuevos/cordoba/kia/rio/,"Mozilla/5.0 (Linux; Android 5.0.2; SM-T535 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",http://ib.adnxs.com/setuid?entity=131&code=O4EPJp3b0kNi6Akp3rZhjprSdW4,46212,51711,2017-01-05T17:55:03.420+01:00,2017-01-05T17:55:27.190+01:00,TW/D4umcb4W0EIg1+P5orPW/AfhvBpWVtDYa4Vl29B8=,80,200,0
0,6365767079971750531,-270871570659979361,-4535551292576113116,es-antena3.videoplaza.tv,http://www.antena3.com/celebrities/hijos-famosos/primeras-imagenes-irina-shayk-bradley-cooper-hija_20170605593561a40cf26391845ac81,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/27.0.155813979 Mobile/14F89 Safari/602.1",http://es-antena3.videoplaza.tv/proxy/bwtest.jpg,870,521,2017-01-05T17:55:25.630+01:00,2017-01-05T17:55:25.790+01:00,Fda3aeqnBkihHOb26BRdyiBf7xFBX2Qsa/VnjEKZa+M=,80,302,32
0,-460763196932915063,-8222249561483592624,-4535551292576113116,t.skimresources.com,http://m.forocoches.com/foro/showthread.php?t=593151,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J510FN Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://t.skimresources.com/api/?call=track&data=%7B%22pubcode%22%3A%2237951X976834%22%2C%20%22referrer%22%3A%22http%3A%2F%2Fm.foro,1283,746,2017-01-05T17:55:24.520+01:00,2017-01-05T17:55:24.610+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,0
0,-6996453427015907319,2996846884608829696,-4535551292576113116,antenna.ayads.co,http://hestar.com/serebro-el-grupo-musical-mas-sexy-de-rusia/,"Mozilla/5.0 (Linux; Android 4.4.4; Y635-L01 Build/HuaweiY635-L01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",http://antenna.ayads.co/?t=1496678264598&z=16288&device=m&puid=p1173476039842672600&suid=s2098028327947870500&e=ppb&et=3003&tfz=52,862,615,2017-01-05T17:57:47.340+01:00,2017-01-05T17:57:47.430+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,32
0,8259415969393557270,7315352419530152602,-4535551292576113116,sync.ipredictive.com,http://ads.pubmatic.com/AdServer/js/showad.js,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J500FN Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://sync.ipredictive.com/d/sync/cookie/generic?http://image2.pubmatic.com/AdServer/Pug?vcode=bz0yJnR5cGU9MSZqcz0xJmNvZGU9MzI1MC,1093,690,2017-01-05T17:56:32.910+01:00,2017-01-05T17:56:33.140+01:00,vGZvQQ+ZV870VimoSyHhBuzfyCI9WDo7jF/ruKr6Oqw=,80,302,32
0,8778394452004011385,5855127039180263912,-4535551292576113116,servicelayer.king.com,NULL,26;2.72.14;1;0,http://servicelayer.king.com/rpc/ClientApi,946,646,2017-01-05T17:56:29.540+01:00,2017-01-05T17:56:29.800+01:00,fHB0VJlUgf7t4B9PDUf0ZMqHJYGYLh5BpOjMmnaMJNI=,80,200,32
0,-8731229646496957891,-5571439108452434747,-931362027214614812,data.mistat.xiaomi.com,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0; Redmi Pro MIUI/V8.0.4.0.LXKCNMA),http://data.mistat.xiaomi.com/mistats/v2,1486,301,2017-01-05T17:59:39.410+01:00,2017-01-05T17:59:40.000+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,503,32
0,300006305960113132,65022718557965553,44182217084393188,cdn3.gigya.com,http://www.heraldo.es/noticias/aragon/2017/06/05/un-juez-anula-supresion-vias-marianistas-teresianas-1179774-300.html?utm_medium=s,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14F89 Twitter for iPhone",http://cdn3.gigya.com/gs/i/comments2/Avatar_empty_x1.png,2554,1196,2017-01-05T18:02:59.760+01:00,2017-01-05T18:02:59.750+01:00,NULL,80,304,71
0,-4532499115485635348,-401736097776494169,-4535551292576113116,ams1-ib.adnxs.com,NULL,NULL,http://ams1-ib.adnxs.com/rd_log?e=wqT_3QLEBvBERAMAAAMA1gAFAQiJgNbJBRCVtevG5_eQpBcYz9PNzMr33qxAIAEqLQnFxObj2lChPxF5kQn4NZKcPxkAAACA,11622,2540,2017-01-05T18:00:11.800+01:00,2017-01-05T18:00:13.190+01:00,ClVmpOyiWSMFBrNri5I9IAEszafq3k7T072amsM7OYE=,80,200,32
0,-2575635753060451422,-3441387437422827472,-4535551292576113116,u.brandyturboc.com,NULL,"Mozilla/5.0 (Linux; Android 5.0; es_ES; LG-D855 Build/LRX21R.A1445947622) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36",http://u.brandyturboc.com/v2/c/u,1445,859,2017-01-05T18:00:42.120+01:00,2017-01-05T18:00:42.970+01:00,AA1enP1kjpIf9B+6q4uZuuFdfwyr3pda6BmgR5jlvgc=,80,200,0
0,-1099478472913073627,4099501900991754398,-4535551292576113116,secure-dcr.imrworldwide.com,http://es.gizmodo.com/los-fans-de-dragon-ball-sufren-un-deja-vu-masivo-tras-l-1795812920,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G903F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 Mobile Safari/537.36",http://secure-dcr.imrworldwide.com/novms/js/2/ggcmb500.js,2826,11896,2017-01-05T18:01:56.710+01:00,2017-01-05T18:01:59.990+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,32
0,1185077338491393899,-6235077576097658008,-4535551292576113116,api.cxense.com,http://cdn.cxpublic.com/PAN_Combo_Ascodevida_Mobile_APP.html?ref=http%3A%2F%2Ftpc.googlesyndication.com%2Fsafeframe%2F1-0-8%2Fhtml,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.",http://api.cxense.com/public/widget/data?json=%7B%22context%22%3A%7B%22referrer%22%3A%22http%3A%2F%2Fm.ascodevida.com%2Fpicante%2F,1506,659,2017-01-05T18:00:20.600+01:00,2017-01-05T18:00:20.680+01:00,Ng6tI2bQt26RT4YIbKTc1FtbJfIC4Y5P/L/gQxHJMXQ=,80,200,32
0,1652503441005488864,-3841617429508250893,-4535551292576113116,www.juaneda.es,http://www.juaneda.es/centro/3/clinica-juaneda/,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",http://www.juaneda.es/images/thumbs/tn_770_480_01_07_1316_47_03_DSC2159.JPG,14711,516476,2017-01-05T18:04:31.840+01:00,2017-01-05T18:04:32.820+01:00,/Ltf5A3DaIWNoCrYXEvu6YOrq8IRWFFZUJqn7KXw9xM=,80,200,0
0,5546392064819383374,5098849630826576921,-4535551292576113116,i.dailymail.co.uk,http://www.dailymail.co.uk/news/article-4573112/How-Melbourne-siege-unfolded-minute-minute.html?ito=social-facebook_Australia,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPad2,1;FBMD/iPad;FBSN/iPhone OS;FBSV/9.3.5;FBSS/1",http://i.dailymail.co.uk/i/pix/2017/06/05/07/411D581900000578-0-image-m-61_1496645232715.jpg,13845,112873,2017-01-05T18:04:33.400+01:00,2017-01-05T18:04:36.820+01:00,gnC4QjEtKObvl2hozR4b/mpiYqVJXHa/+HjgFyXnuyc=,80,200,0
0,-3825972100959665354,4094871420721676240,-4535551292576113116,gspe19.ls.apple.com,NULL,com.apple.Maps,http://gspe19.ls.apple.com/tile.vf?flags=1&style=20&size=2&scale=0&v=11087681&z=10&x=523&y=388&sid=1183106684318107047105208280874,1410,1389,2017-01-05T18:04:35.240+01:00,2017-01-05T18:04:35.410+01:00,3lQucrIVnlGGFCsLiqygqaFm8H15WMpU+XxaAGSJTlY=,80,200,32
0,-764785736202836765,2251811269431020033,-8672650067253989818,maps.gstatic.com,http://www.cambridgeinstitute.net/es/contacto-espanol,"Mozilla/5.0 (Linux; Android 5.1; ASUS_Z00VD Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",http://maps.gstatic.com/mapfiles/api-3/images/mapcnt6.png,2447,5831,2017-01-05T18:12:12.410+01:00,2017-01-05T18:12:12.170+01:00,xDjbcqHo3KrhCAFYapAHzT3ZeAErD6jnmP/PGuDamb0=,80,200,71
0,-540341758963784751,-6325278387801657955,-215365550954273963,www.google.com,NULL,Dalvik/2.1.0 (Linux; U; Android 7.0; EVA-L09 Build/HUAWEIEVA-L09),http://www.google.com/,382,665,2017-01-05T18:11:31.280+01:00,2017-01-05T18:11:31.300+01:00,bUwI3UsYGY+9ZpbJNijRRUtKwkvRQHhGL46jNVqx16c=,80,302,0
0,-8365209119869823730,-8604915336206839364,-6061705643265869044,geoinfo.intowow.com,NULL,Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-S7580 Build/JDQ39),http://geoinfo.intowow.com/api/1/geoinfo,1268,921,2017-01-05T18:10:20.040+01:00,2017-01-05T18:10:18.850+01:00,NXKc5SuVcE8vMXPQNhZzFn9RRbzXC8a+z5MUSoVVYdM=,8080,200,71
0,-7509515362872547464,369987571508821919,-4535551292576113116,a4.mzstatic.com,NULL,itunescloudd (unknown version) CFNetwork/811.5.4 Darwin/16.6.0,http://a4.mzstatic.com/eu/r30/Music/v4/f9/07/e4/f907e41f-7356-10ec-a30a-531e97554e28/cover600x600.jpeg,56141,1601,2017-01-05T18:10:32.170+01:00,2017-01-05T18:10:32.410+01:00,gwD+ZA/5M6w16vukuuav66Rbl/NVfn8KlYYKtdYQncM=,55567,200,32
0,-2567147749867349535,4632172746727318221,-4535551292576113116,scplatform.es,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-A510F Build/MMB29K),http://scplatform.es/SAM_PRO_Images/prod/modulo/11264/16747.jpg,419,1050,2017-01-05T18:10:25.980+01:00,2017-01-05T18:10:25.990+01:00,sB6AwYw+F2S6wPUfo2o7y7s6lHT0Td6YiglnsS90/RU=,80,403,0
0,-447712240528210882,6826544179435171301,939728489032436019,api.fotapro.com,NULL,SDK 1.5,http://api.fotapro.com/api/push/disconnect/55368b0036f5f63a0ac243fa-com.rock.gota,764,588,2017-01-05T18:28:27.190+01:00,2017-01-05T18:28:26.840+01:00,C8bfVlyueGAOfkRXYGmkKVN6md439t7OansXOEqeUOs=,8080,200,71
0,567616987225538387,8970175871976470126,-4535551292576113116,petrescuemobile.king.com,NULL,23;1.118.12;1;0,http://petrescuemobile.king.com/rpc/ClientApi,754,671,2017-01-05T18:26:30.200+01:00,2017-01-05T18:26:30.370+01:00,63AHM43/29sH1MiCdOe7IrCCoHDxtsAmmBuGX2YxZF4=,80,200,32
0,1971548736695025282,-7660284261842892297,-2075438259191962694,eu-gmtdmp.gd1.mookie1.com,http://www.marca.com/futbol/champions-league/2017/05/25/5926ec7922601d4b708b45c2.html,"Mozilla/5.0 (Linux; Android 5.1.1; D5503 Build/14.6.A.1.236) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",http://eu-gmtdmp.gd1.mookie1.com/tagr/v1/imp?acid=12&inst=EU&tagid=522129812&src.rand=672339997600380495&src.platformID=SZMK&src.c,1275,815,2017-01-05T18:24:55.500+01:00,2017-01-05T18:24:55.410+01:00,NULL,8080,200,71
0,7929277366005104678,-5480940016623984738,960600948029948848,gllto.glpals.com,NULL,NULL,http://gllto.glpals.com/rtistatus3.dat,324,911,2017-01-05T18:25:08.300+01:00,2017-01-05T18:25:08.230+01:00,NULL,80,200,71
0,8387060152776872749,3847240303623954930,-4535551292576113116,www.google.com,NULL,Dalvik/2.1.0 (Linux; U; Android 7.0; PRA-LX1 Build/HUAWEIPRA-LX1),http://www.google.com/,382,700,2017-01-05T18:29:34.910+01:00,2017-01-05T18:29:35.010+01:00,sBFGhV/ysE5jsv1wyf5mFDBtEHfuBgHQf08oWr8kSTs=,80,302,0
0,-182583590314380199,1955480200660987186,-4535551292576113116,i.pinimg.com,NULL,Pinterest for iOS/6.26 (iPhone; 10.2.1),http://i.pinimg.com/345x/d3/32/66/d3326608dafb994a0dddca31636bc20e.jpg,1344,31198,2017-01-05T18:29:36.650+01:00,2017-01-05T18:29:36.770+01:00,uOCJ+oqeYuhqF77S0iS5jFCdPZ/eB8Uye5oxX+sTRSM=,80,200,32
0,-7986280937840842885,-7585399240149234518,-8804120297486295377,config.seedtag.com,http://www.sport.es/es/noticias/real-madrid/theo-hernandez-denunciado-por-una-supuesta-agresion-sexual-6084419,"Mozilla/5.0 (Linux; Android 4.2.2; GT-S7580 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://config.seedtag.com/loader.js?v=0.6841862119369453,9478,23532,2017-01-05T18:25:38.020+01:00,2017-01-05T18:25:37.660+01:00,9EqO82i0mK5ItmM0iOyIERzpzDpwguAnZXOT6J0cP+k=,8080,200,71
0,-8847834653331715533,744519017659098376,-4535551292576113116,c1.rfihub.net,http://www.elegimaldia.es/miguel-angel-munoz-masterchef-celebrity-es-masacrado-en-las-redes-sociales-por-subir-esta-inocente-fotog,"Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://c1.rfihub.net/adChoiceText/es.js,2363,1476,2017-01-05T18:20:05.490+01:00,2017-01-05T18:20:06.140+01:00,XsO6c4GGLvsXlpngrr16I0B1zCl4xq4u+ef5yfjQHLM=,80,200,0
0,-3130973587191318746,-5149991934113458130,-4535551292576113116,api.zynga.com,NULL,NULL,http://api.zynga.com/leaderboards/v2/app/5002607/leaderboard/CountyFair_Weekly_03---main98?rank=0&before=0&after=0&tier=g3_tc&peri,696,869,2017-01-05T18:20:15.430+01:00,2017-01-05T18:20:15.850+01:00,O3NVOam33K7paaYobDNhdkUfKGQR3GMnqMqHZtWfytc=,80,200,32
0,953020592351470465,952239303422484834,-4535551292576113116,samsung-mobile.query.yahooapis.,NULL,SAMSUNG-Android,http://samsung-mobile.query.yahooapis.com/v1/yql?diagnostics=true&env=store://J49nP6jxci2whJztnhcApP&q=select%20*%20from%20yql.que,1708,4633,2017-01-05T18:22:32.850+01:00,2017-01-05T18:22:33.360+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,0
0,-7512565376217423247,-7082575962983411793,-4958377301977613282,www.google.es,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",http://www.google.es/,865,1236,2017-01-05T18:26:58.380+01:00,2017-01-05T18:26:58.050+01:00,+C1ZQfJnf8V7V4LFHnKqSEp0CMdVEWdhuqCp03FV4iA=,80,302,71
0,-350558652799262361,-2147211595112607753,-2742190008605821623,10.40.11.40,NULL,NULL,http://10.40.11.40/aesFull.asp,655,594,2017-01-05T18:26:55.320+01:00,2017-01-05T18:26:41.190+01:00,0pe7M8yxBGYc2R1AgIrvlDAMLIZsCkJIT2BwGvMwTZ0=,9000,200,71
0,7439231474130255104,6350342945326692490,3636327456360530559,0.gravatar.com,http://bioguia.es/jesus-calleja-denuncio-alto-no-al-impuesto-al-sol-este-gobierno-unico-del-planeta-ha-puesto-impuesto-al-sol-comp,"Mozilla/5.0 (Linux; Android 7.1.1; Aquaris U Plus Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://0.gravatar.com/avatar/641edcd0cf1b6c6d5472c5c0b9cbad11?s=136&d=mm&r=g,1094,8653,2017-01-05T18:27:01.870+01:00,2017-01-05T18:27:01.850+01:00,NULL,80,200,71
0,-7266331345815977221,-478718114867984248,5647904699275790270,a04d74005de3e0d930ed77987261b37bc.profile.gru50.cl,http://www.lamarihuana.com/seedo-robot-maquina-cultiva-cannabis-cuando-esta-listo-te-envia-mensaje/,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",http://a04d74005de3e0d930ed77987261b37bc.profile.gru50.cloudfront.net/test.png,818,52,2017-01-05T18:48:03.820+01:00,2017-01-05T18:48:00.420+01:00,NULL,80,0,71
0,-4493230252417326641,-2702998162015568534,-4535551292576113116,data.fotmob.com,NULL,FotMob/41.0.1139 (Linux; Android 6.0.1),http://data.fotmob.com/matchfacts.2481709.fot?dummy=2ef3a600-9a8c-4054-836e-5887c8523c04,902,6352,2017-01-05T18:46:45.140+01:00,2017-01-05T18:46:45.340+01:00,9cSeC5OKBX82g69dJwWxTS+Pe+hQnAM6L3l7CRJEZco=,80,200,0
0,-8554551556752009375,-8549207823141304050,732983284591442771,www.express.co.uk,http://c.newsnow.co.uk/A/888567453?-11058:809:3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",http://www.express.co.uk/sport/football/813299/-,2983,34532,2017-01-05T18:46:42.810+01:00,2017-01-05T18:46:43.110+01:00,NVoi8PKAZrjSmCXRmj1e38y+FVxH1N/S5qDK9hgNOss=,80,301,32
0,-6002131516135744942,142069532372800174,-1317360192615098028,su.ff.avast.com,NULL,NULL,http://su.ff.avast.com/R/A3AKIGVhNzM3YWExMTIyZTRkNzhiZjQ3Yjc2YzRmZDZhODcxEgQABQYXGPoEIgEAKgcIBBCX0ddRMgoIBBCX0ddRGIAKOPaRkIgBQiDT_,410,5266,2017-01-05T18:46:46.070+01:00,2017-01-05T18:46:46.280+01:00,VP/S3mospIMsMTEW03Sy2Zn72ogj6CpbrxIk9Y/oyYc=,80,200,0
0,1244681555627680814,6117579170130632149,-4535551292576113116,www.veranosincelulitis.com,http://www.veranosincelulitis.com/?utm_source=facebook&utm_medium=facebookads&utm_campaign=veranosin16,"Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/126.0.0.23.77;]",http://www.veranosincelulitis.com/images/inicio-03-rwd.jpg,9913,198740,2017-01-05T18:48:02.220+01:00,2017-01-05T18:48:04.250+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,8080,200,0
0,-1511610616619985940,812752609496487022,6884583128802369343,graph.facebook.com,NULL,NULL,http://graph.facebook.com/10210199018399399/picture?width=256&height=256,660,983,2017-01-05T18:46:55.860+01:00,2017-01-05T18:46:56.250+01:00,n4wfUOhhFU/woEuM8CzQ5FolhYrbfz3rk3dvdfBJXu4=,80,302,32
0,-7521865486784515675,-284439732880961424,8950622077112647480,oss-content.securestudies.com,NULL,OSSProxy 1.3.337.398 (Build 337.398 Win32 en-us)(Mar 13 2017 14:07:17),http://oss-content.securestudies.com/cidpost,2325,442,2017-01-05T18:46:29.540+01:00,2017-01-05T18:46:29.650+01:00,lGwgSgvN6r1NKAWql69E6jtfXRfMgPHnPvNdJr22veE=,80,200,32
0,2996945668253317046,-1133875636876941961,585147662356820792,maps.googleapis.com,http://www.mallorkeys.com/,"Mozilla/5.0 (Linux; Android 7.0; E6653 Build/32.3.A.2.33) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://maps.googleapis.com/maps-api-v3/api/js/27/13/intl/es_ALL/util.js,26364,391107,2017-01-05T18:45:19.770+01:00,2017-01-05T18:44:46.170+01:00,t+eee9wDiZUPsLtPzoI7c94SPRK0HxZ3mpR7idIddrs=,80,200,71
0,8444698499924780801,8138285498240939359,-4535551292576113116,newstoredata.goforandroid.com,NULL,Apache-HttpClient/UNAVAILABLE (java 1.4),http://newstoredata.goforandroid.com/newstore/common?funid=20&rd=1496681258255,1719,2292,2017-01-05T18:47:37.700+01:00,2017-01-05T18:47:38.080+01:00,6I4slFJMYv+lXcnlxvH7cPuHYrdT2qrigoKv7z/1ujc=,80,200,32
0,-1482454814923419756,-9185901416823954760,-2285937315655994829,api.lanistaads.com,http://www.wordreference.com/es/en/translation.asp?spen=dolor+de+cabeza,"Mozilla/5.0 (Linux; Android 5.0.1; GT-I9505 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://api.lanistaads.com/ServeAd?s=t&AdSize=300x250&SiteID=APST04010477WRMOB300RN&Zone=ATF&g=947,749,509,2017-01-05T18:47:29.890+01:00,2017-01-05T18:47:30.110+01:00,/HO3k+FIX2pGsGFtJQ1f0Ypu+2rJgta23d1R95qZuTE=,80,200,0
0,6603624728125056235,9001257089958177021,-4535551292576113116,stats.g.doubleclick.net,http://www.colchonero.com/el_atleti_al_dia_verano_2017_vol_1-itemap-6-224432-23.htm,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",http://stats.g.doubleclick.net/__utm.gif?utmwv=5.6.7dc&utms=3&utmn=1340190206&utmhn=www.colchonero.com&utme=8(TipoUser)9(NO)11(1)&,1612,625,2017-01-05T18:49:21.540+01:00,2017-01-05T18:49:21.610+01:00,3Bl7PoWUgt4hiIWfP/FD6yzBhk5vEVP1IDgkiqy1qFI=,80,200,32
0,5243509174022304381,-8988481830506013939,710877577416709955,nvirginia-my.mobfox.com,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G928F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",http://nvirginia-my.mobfox.com/exchange.pixel.php?h=0ca72ced0049cff58bb9780c98184326,995,104,2017-01-05T18:48:13.260+01:00,2017-01-05T18:48:12.940+01:00,NULL,80,0,71
0,4128632566583123105,-5245359897591491471,-4535551292576113116,www.google.com,NULL,Dalvik/2.1.0 (Linux; U; Android 6.0.1; HUAWEI RIO-L01 Build/HuaweiRIO-L01),http://www.google.com/,391,644,2017-01-05T18:33:42.520+01:00,2017-01-05T18:33:42.610+01:00,sBFGhV/ysE5jsv1wyf5mFDBtEHfuBgHQf08oWr8kSTs=,80,302,0
0,-4556966406988754955,-8838472897489885224,-4535551292576113116,gllto.glpals.com,NULL,NULL,http://gllto.glpals.com/rtistatus3.dat,324,838,2017-01-05T18:44:47.390+01:00,2017-01-05T18:44:47.430+01:00,QJmpjqfKm0UnhcVucPOxgQgKKaiQh8gAgpOqPf6J0IY=,80,200,32
0,3876850695038514702,-4874883894878745744,-5895243534373083020,sr.symcd.com,NULL,securityd (unknown version) CFNetwork/811.5.4 Darwin/16.6.0,http://sr.symcd.com/MFYwVKADAgEAME0wSzBJMAkGBSsOAwIaBQAEFHQkFGcGn%2FXgmD9ePhproGUqVBV1BBQBWavn3ToLWaZkY9bPIAdX1ZHnagIQaZkiLHxngDvb,580,2277,2017-01-05T18:46:02.860+01:00,2017-01-05T18:46:02.860+01:00,sCIOfLxBpPyVScQ0tECUMR3z244rpccmVjqpG5HamZo=,80,200,71
0,-467702669581837279,6533115795724474113,-4535551292576113116,eu.ime.cootek.com,NULL,Dalvik/2.1.0 (Linux; U; Android 5.0.2; RIDGE 4G Build/LRX22G),http://eu.ime.cootek.com/notification_center/ca12bf6b-7d01-4875-8d49-0015df6c981f/1496681218913,737,3809,2017-01-05T18:46:52.380+01:00,2017-01-05T18:46:52.510+01:00,ctn7MQSRDMEXqOEuGFq7GO8xtQHKVwMITw/jnpad4oE=,80,200,0
0,-1998762855288261211,6566371122964182035,-4535551292576113116,dco.smartclip.net,http://www.losreplicantes.com/articulos/arrasa-recogida-firmas-netflix-renueve-sense8-tercera-temporada/,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/10.3.",http://dco.smartclip.net/?plc=73924,4339,146810,2017-01-05T18:46:44.570+01:00,2017-01-05T18:46:44.670+01:00,XsBFy4aTD/Ngd5A/tOxJui+dp6JhG8fapkkBoIBQrhg=,80,200,32
0,-5932850769231667165,7309896781581180231,4339694252621845434,216.58.211.238,NULL,Dalvik/1.6.0 (Linux; U; Android 4.4.4; HM NOTE 1S MIUI/V7.1.1.0.KHKCNCK),http://216.58.211.238/generate_204?q=2079214599,1196,562,2017-01-05T18:46:48.230+01:00,2017-01-05T18:46:48.150+01:00,NULL,80,204,71
0,5512815384598645699,4148158155086346400,-4535551292576113116,api.accuweather.com,NULL,Dalvik/2.1.0 (Linux; U; Android 7.0; WAS-LX1A Build/HUAWEIWAS-LX1A),http://api.accuweather.com/forecasts/v1/daily/5day/306431?apikey=7f8c4da3ce9849ffb2134f075201c45a&language=es-ES&details=true,586,2623,2017-01-05T18:45:41.650+01:00,2017-01-05T18:45:41.650+01:00,LQD5d5hyxY1Otv+MeRE/OQoJDnquDs7t7OIDZz8Xemc=,80,200,32
